Code,Name,Category Code,Unit,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6
8410179005836,BORGES CIDER VINEGAR 250ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8410179005782,BORGES CIDER VINEGAR 355ML, Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
8410179200927,BORGES CLASSIC OLIVE OIL 125ML, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
8410179010045,BORGES CLASSIC OLIVE OIL 2L, Household,Tin,112,113,5, No Tax, exclusive,,,,,,,,
8410179200828,BORGES CLASSIC OLIVE OIL 500ML, Household,Tin,33,34,5, No Tax, exclusive,,,,,,,,
8410179200811,BORGES CLASSIC OLIVE OIL 750ML, Household,Tin,47,48,5, No Tax, exclusive,,,,,,,,
8410179100036,BORGES EXTRA VIRGIN 500ML, Household,Tin,34,35,5, No Tax, exclusive,,,,,,,,
8410179099972,BORGES EXTRA VIRGIN OLIVE OIL 2L, Household,Tin,115,116,5, No Tax, exclusive,,,,,,,,
8410179100043,BORGES EXTRA VIRGIN OLIVE OIL 750ML, Household,Tin,48,49,5, No Tax, exclusive,,,,,,,,
604286972503,BOSS BAKER BEEF ROLL 50G, Household,Tin,0.9,1,5, No Tax, exclusive,,,,,,,,
40111216,BOUNTY CHOCOLATE  57G, Household,Tin,4,6,5, No Tax, exclusive,,,,,,,,
37000738909,BOUNTY TISSUE, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
3497911219121,BRETS AL ANCIENNE 125G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
3497911219022,BRETS AL ANCIENNE 25G, Household,Tin,2.5,3,5, No Tax, exclusive,,,,,,,,
3497917000907,BRETS AU COMTE 125G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
3497917000518,BRETS CHEVRE & PIMENT 125G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
3497911119124,BRETS CRAQUANTES 125G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
3497917000495,BRETS INDIAN CURRY 125G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
3497917000112,BRETS PAYSANNES 125G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
3497917000266,BRETS PIZZA 25G, Household,Tin,2.5,3,5, No Tax, exclusive,,,,,,,,
3497911102126,BRETS SAUCE BARBECUE 125G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
3497911102027,BRETS SAUCE BARBECUE 25G, Household,Tin,2.5,3,5, No Tax, exclusive,,,,,,,,
3497911105127,BRETS SEL & VINAIGRE 125G, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
60177,BRIGHT CANDLES 8PCS, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
8901063152427,BRITANNIA WEAT RUSK 233G, Household,Tin,4,4.5,5, No Tax, exclusive,,,,,,,,
5000354880162,BROWN & POLSON CORN FLOUR 500G, Household,Tin,16,17,5, No Tax, exclusive,,,,,,,,
6034000101027,BROWN GOLD COCOA POWDER 400G, Household,Tin,15,17,5, No Tax, exclusive,,,,,,,,
4343779105863,BRUSH AND RUBBISH COLLECTER 2IN1, Household,Tin,22,25,5, No Tax, exclusive,,,,,,,,
3014230021237,BRUT AFTER SHAVE 100ML, Household,Tin,20,24,5, No Tax, exclusive,,,,,,,,
3014230022401,BRUT MUSK DEODORANT 200ML, Household,Tin,16,17,5, No Tax, exclusive,,,,,,,,
8717163961988,BRUT OCEANS DEODORANT 200ML, Household,Tin,16,17,5, No Tax, exclusive,,,,,,,,
8698804460544,BULGURIUM WHEAT 1KG, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
6034000004007,BURGER  NUTS PCS, Household,Tin,0.9,1,5, No Tax, exclusive,,,,,,,,
60081,BURGER NUT PK, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
041498202552,BURMANS TOMATOES KETCHUP 1.07KG, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
6054300558253,BUZYBEE HONEY 100% ORGANIC 250ML, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
6054300558505,BUZYBEE HONEY 100% ORGANIC 500G, Household,Tin,25,26,5, No Tax, exclusive,,,,,,,,
6054300558413,BUZYBEE PURE HONEY 100% ORGANIC 1L, Household,Tin,42,43,5, No Tax, exclusive,,,,,,,,
6054300558444,BUZYBEE PURE HONEY 100% ORGANIC 2L, Household,Tin,84,85,5, No Tax, exclusive,,,,,,,,
873999004218,"CA,MELION 3LED POWER TORCH", Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
7622210707338,CADBURRY HEROES BOWLS 660G, Household,Tin,58,62,5, No Tax, exclusive,,,,,,,,
7622010000790,CADBURRY HOT CHOCOLATE DRINK 30G, Household,Tin,0.8,1.2,5, No Tax, exclusive,,,,,,,,
072417148262,CADBURY CHOC CHIP COOKIES 150G, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
7622210497383,CADBURY DAIRY MILK CHOCOLATE 95G, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
7622300736033,CADBURY DAIRY MILK WHOLE NUT 200G, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
7622210218575,CADBURY DRINKING CHOCOLATE 250G, Household,Tin,15,20,5, No Tax, exclusive,,,,,,,,
072417147890,CADBURY SHORTIES 300G, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
072417147906,CADBURY WHEATIES 300G, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
6033000100238,CAMEL ANTISEPTIC 5OOML, Household,Tin,16,17.5,5, No Tax, exclusive,,,,,,,,
6033000104434,CAMEL ANTISEPTIC ORIGINAL 1LT, Household,Tin,30,31,5, No Tax, exclusive,,,,,,,,
6033000100207,CAMEL ANTISEPTIC ZESTY LIME 500ML, Household,Tin,16,17.5,5, No Tax, exclusive,,,,,,,,
8888112081115,CAMEL HONEY ALMONDS 40G, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
8888112070348,CAMEL MIXED LUXURY 130G, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
8888112070331,CAMEL MIXED ROYAL NUTS 130GM, Household,Tin,20,21,5, No Tax, exclusive,,,,,,,,
8888112070102,CAMEL MIXED SNACKS 150G SACHE, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
8888112075008,CAMEL MIXED SNACKS 300G SACHE, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
8888112780148,CAMEL NATURAL COCKTAIL MIX 150G SACHE, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
8888112021005,CAMEL NATURAL PISTACHIOS 40G, Household,Tin,5,7,5, No Tax, exclusive,,,,,,,,
8888112010382,CAMEL ROASTED CASHEWS 130GM, Household,Tin,20,21,5, No Tax, exclusive,,,,,,,,
8888112013000,CAMEL ROASTED CASHEWS 150G, Household,Tin,18,20,5, No Tax, exclusive,,,,,,,,
8888112030090,CAMEL ROASTED PEANUT 130G, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
8888112080354,CAMEL SMOKED ALMONDS 150G, Household,Tin,20,21,5, No Tax, exclusive,,,,,,,,
849198002041,CAMELION 6LED POWER TORCH, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
873999004232,CAMELION 9LED POWER TORCH, Household,Tin,28,30,5, No Tax, exclusive,,,,,,,,
849198002515,CAMELION COOLED 6LED RECHARBLE BATTERY, Household,Tin,21,22,5, No Tax, exclusive,,,,,,,,
873999003709,CAMELION TRAVLITE 3XLED, Household,Tin,19,20,5, No Tax, exclusive,,,,,,,,
849198000207,CAMELION TRAVLITE 6XLED, Household,Tin,31,32,5, No Tax, exclusive,,,,,,,,
8888112023009,CAMELNATURAL BAKED PISTACHIOS 150G, Household,Tin,20,21,5, No Tax, exclusive,,,,,,,,
6036000061608,CAMPERCHEE CROWN SUGAR BOTTLE, Household,Tin,110,11,5, No Tax, exclusive,,,,,,,,
6036000061615,CAMPERCHEE CROWN SUGAR SACHET, Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
07811403,CANADA DRY 355ML, Household,Tin,3,4,5, No Tax, exclusive,,,,,,,,
7640110706824,CANDEREL 40G, Household,Tin,15,17,5, No Tax, exclusive,,,,,,,,
7640110700075,CANDEREL 75G, Household,Tin,20,23,5, No Tax, exclusive,,,,,,,,
60030,CAPRISUN FRUIT PUNCH PK OF 10 PCS, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
087684000953,CAPRISUN PACIFIC COOLER 25% PK 10PCS, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
087684000991,CAPRISUN STRAWBERRY AND KIWI 25% PK 10OCS, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
087684001004,CAPRISUN WILD CHERRY 25% PK 10PCS, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
60037,CARBOLIC CAKE SOAP PCS, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
5000101836411,CAREX COMPLETE WIPES S/S, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
041498126643,CARLINI PURE CORN OIL 1.42L, Household,Tin,25,26,5, No Tax, exclusive,,,,,,,,
6033000084415,CARNATION MILK 160G, Household,Tin,2.8,3,5, No Tax, exclusive,,,,,,,,
7613033913617,CARNATION TOPPING EVAPORATED MILK 410G, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
5281009168112,CASTANIA CRISPY CORN, Household,Tin,4,8,5, No Tax, exclusive,,,,,,,,
5281009561555,CASTANIA PUMPKIN SEEDS B/S, Household,Tin,20,21,5, No Tax, exclusive,,,,,,,,
5281009161304,CASTANIA PUMPKIN SEEDS S/S, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
5281009161342,CASTANIA SMALL SEEDS, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
5281009128345,CASTANIA SMALL SEEDS B/S, Household,Tin,20,23,5, No Tax, exclusive,,,,,,,,
52810091613425.2810091613e+012,CASTANIA SMALL SEEDS S/S, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
5281009161373,CASTANIA SUNFLOWER SEEDS S/S, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
5011962550132,CAUSTIC SODA DRAIN CLEANER 375G, Household,Tin,12.5,13,5, No Tax, exclusive,,,,,,,,
5000159501514,CELEBRATIONS 8 FAMOUS BRANDS 680G, Household,Tin,60,62,5, No Tax, exclusive,,,,,,,,
6001021021122,CEREBOS IODATED SALT 1KG, Household,Tin,20,25,5, No Tax, exclusive,,,,,,,,
6001021021023,CEREBOS IODATED SALT 500G, Household,Tin,10,13,5, No Tax, exclusive,,,,,,,,
6033000083043,CERELAC FRUITS TIN 400G, Household,Tin,10,14.5,5, No Tax, exclusive,,,,,,,,
6033000083579,CERELAC MAIZE  TIN 400G, Household,Tin,10,13,5, No Tax, exclusive,,,,,,,,
6033000084736,CERELAC MILLET 50G STRIP 10PC, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
6033000084736,CERELAC MILLET SACHE 50G PCS, Household,Tin,1.5,1.6,5, No Tax, exclusive,,,,,,,,
6033000084750,CERELAC MILLET TIN 400G, Household,Tin,10,13,5, No Tax, exclusive,,,,,,,,
6033000083128,CERELAC RICE SACHE 50G PCS, Household,Tin,1.5,1.6,5, No Tax, exclusive,,,,,,,,
6033000083128,CERELAC RICE SACHE 50G STRIP 10PCS, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
6033000082992,CERELAC RICE TIN 400G, Household,Tin,12,14.5,5, No Tax, exclusive,,,,,,,,
6033000083111,CERELAC WHEAT SACHE 50G, Household,Tin,1,1.6,5, No Tax, exclusive,,,,,,,,
6033000083111,CERELAC WHEAT SACHE 50G STRIP 10PCS, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
6033000082985,CERELAC WHEAT TIN 400G, Household,Tin,10,13,5, No Tax, exclusive,,,,,,,,
6001240100011,CERES 100% APPLE JUICE 1L, Household,Tin,10,10.5,5, No Tax, exclusive,,,,,,,,
6001240100288,CERES 100% CRANBERRY AND KIWI 1L, Household,Tin,10,10.5,5, No Tax, exclusive,,,,,,,,
6001240100073,CERES 100% JUICE RED GRAPE 1L, Household,Tin,10,10.5,5, No Tax, exclusive,,,,,,,,
6001240100059,CERES 100% ORANGE JUICE 1L, Household,Tin,10,10.5,5, No Tax, exclusive,,,,,,,,
6001240236161,CERES 100% WHITE GRAPE CAN PCS, Household,Tin,4.8,5,5, No Tax, exclusive,,,,,,,,
6001240206010,CERES APPLE S/S PK, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6001240236291,CERES CAN PINEAPPLE PK OF 6, Household,Tin,28,29,5, No Tax, exclusive,,,,,,,,
6001240236208,CERES CAN RED GRAPE PK OF 6, Household,Tin,28,29,5, No Tax, exclusive,,,,,,,,
6001240236239,CERES CAN SECRETS OF THE VALLEY PK 6, Household,Tin,28,29,5, No Tax, exclusive,,,,,,,,
6001240100288,CERES CRANBERRY AND KIWI 1L, Household,Tin,9.5,10.5,5, No Tax, exclusive,,,,,,,,
858022005004,CERES goldcoast cocoa powder, Household,Tin,13,15,5, No Tax, exclusive,,,,,,,,
6001240100295,CERES LITCHI 1L, Household,Tin,10,10.5,5, No Tax, exclusive,,,,,,,,
643356557876,CERES MANGO S/S, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6001240206669,CERES MEDLEY OF FRUIT 100% S/S PK, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6001240100127,CERES PASSION FRUIT, Household,Tin,9.5,10.5,5, No Tax, exclusive,,,,,,,,
6001240225332,CERES PINEAPPLE S/S PK, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6001240227305,CERES RED GRAPE S/S, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6001240206713,CERES SECRETE OF THE VALLEY S/S PK, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6001240100714,Ceres Secrets of the Valley (1L), Household,Tin,10,10.5,5, No Tax, exclusive,,,,,,,,
6001240236192,CERES SPARKLING CAN 250ML, Household,Tin,4,5,5, No Tax, exclusive,,,,,,,,
6001240236253,CERES SPARKLING CAN ORANGE, Household,Tin,4,5,5, No Tax, exclusive,,,,,,,,
6001240206140,CERES WHISPERS S/S PACK, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
9008349061776,CERIWIP COOKING CREAM 1LT, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
60067,CHADOMA SILVER SHINE SOFT PK, Household,Tin,3,4,5, No Tax, exclusive,,,,,,,,
3335121604934,CHATEL MOUTARDE 370G, Household,Tin,6,8,5, No Tax, exclusive,,,,,,,,
3335121604941,CHATEL MOUTARDE 850G, Household,Tin,15,17,5, No Tax, exclusive,,,,,,,,
016000435094,CHEERIOS TOASTED WHOLE GRAIN OAT CEREAL 1.1KG, Household,Tin,30,32,5, No Tax, exclusive,,,,,,,,
713206190108,CHEESE BALLS 16G, Household,Tin,0.7,1,5, No Tax, exclusive,,,,,,,,
5060044709654,CHEWITS HAND SOAP (STRAWBERRY), Household,Tin,10,11,5, No Tax, exclusive,,,,,,,,
6033000301147,CHIC CHOC VANILLA BISCUIT 14G PK, Household,Tin,5,6.5,5, No Tax, exclusive,,,,,,,,
5010338206130,CHINESE CURRY COOKING SAUCE 425G, Household,Tin,19,20,5, No Tax, exclusive,,,,,,,,
6927165710183,CHINESE TOILET PAPER BLACK PK, Household,Tin,28,31,5, No Tax, exclusive,,,,,,,,
6033000340474,CHOCO MALT DRINK 500ML PCS, Household,Tin,2,3,5, No Tax, exclusive,,,,,,,,
6033000080486,choco milo 137.5g, Household,Tin,5,5.5,5, No Tax, exclusive,,,,,,,,
60035,CHOCO PEIN BREAD CRUMS, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
60123,CHRISMAS CARD WIFE, Household,Tin,18,20,5, No Tax, exclusive,,,,,,,,
60151,CHRISTMAS WISH FLORISTS CARD, Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
5285001621934,CHTOURA FIELDS BOILED CHICK PEAS IN BRINE 400G, Household,Tin,5,5.5,5, No Tax, exclusive,,,,,,,,
5285001620661,CHTOURA FIELDS BROWN  SPLIT BOURGOL, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
5285001620692,CHTOURA FIELDS CHICK PEAS 1KG, Household,Tin,22,24,5, No Tax, exclusive,,,,,,,,
5285001621972,CHTOURA FIELDS CHICK PEAS DIP HOMMOS, Household,Tin,5,5.5,5, No Tax, exclusive,,,,,,,,
5285001623396,CHTOURA FIELDS COOKED FAVA BEANS WITH CHICK PEAS 400G, Household,Tin,5,5.5,5, No Tax, exclusive,,,,,,,,
5285001623358,CHTOURA FIELDS COOKED FAVA BEANS WITH CHILI, Household,Tin,5,6.5,5, No Tax, exclusive,,,,,,,,
5285001623334,CHTOURA FIELDS FOUL MEDAMMES, Household,Tin,5,5.5,5, No Tax, exclusive,,,,,,,,
09055476,CHTOURA FIELDS GREEN LENTILS, Household,Tin,20,21,5, No Tax, exclusive,,,,,,,,
5285001622115,CHTOURA FIELDS GRENADINE MOLASSES 270ML, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
5285001622153,CHTOURA FIELDS ROSENWASSER 250ML, Household,Tin,5,5.5,5, No Tax, exclusive,,,,,,,,
5285001621095,CHTOURA FIELDS TAHINA 400G, Household,Tin,15,17,5, No Tax, exclusive,,,,,,,,
5285001621101,CHTOURA FIELDS TAHINA 800G, Household,Tin,25,31,5, No Tax, exclusive,,,,,,,,
60147,CHTOURA FIELDS WHEAT SMOOTH 1KG, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
5285001622085,CHTOURA FIELDS WHITE VINEGAR 1LT, Household,Tin,5,7,5, No Tax, exclusive,,,,,,,,
60000,CHUPA CHUPS PCS, Household,Tin,1,1.5,5, No Tax, exclusive,,,,,,,,
8410031923605,CHUPA CHUPS SACHE PK MILKY FRUIT 1440G, Household,Tin,148,150,5, No Tax, exclusive,,,,,,,,
20000073,CIEN MEN SHAVING TWIN BLADE 20X, Household,Tin,58,60,5, No Tax, exclusive,,,,,,,,
20542672,CIEN MEN TWIN BLADE 12X, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
8717163536476,CIF BATHROOM MOUSSE 500ML, Household,Tin,15,18,5, No Tax, exclusive,,,,,,,,
8712561783873,CIF BATHROOM ULTRAFAST 450ML, Household,Tin,15,18,5, No Tax, exclusive,,,,,,,,
5000186735012,CIF CREAM LEMON 500G, Household,Tin,11,12,5, No Tax, exclusive,,,,,,,,
5000186735036,CIF CREAM ORIGINAL 500ML, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
8717644147672,CIF FLOOR CLEANER OCEAN 1000ML, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
8712561783989,CIF KITCHEN ULTRAFAST 450G, Household,Tin,17,18,5, No Tax, exclusive,,,,,,,,
8712561784092,CIF MULTIPURPOSE WITH BLEACH 450ML, Household,Tin,16,20,5, No Tax, exclusive,,,,,,,,
6034000179002,CINDY RICE 5KG, Household,Tin,25,30,5, No Tax, exclusive,,,,,,,,
065633435162,CINNAMON  TOAST CRUNCH 1.3KG, Household,Tin,59,60,5, No Tax, exclusive,,,,,,,,
5467890--098765678,CITY BREAD BUTTER, Household,Tin,5,7,5, No Tax, exclusive,,,,,,,,
5037741980006,CLASSICS NAIL POLISH REMOVER 150ML, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
40534695,CLAUSTHALER NON ALCOHOLIC BEER 330ML, Household,Tin,6,7,5, No Tax, exclusive,,,,,,,,
3574661106243,CLEAN & CLEAR BLACKHEAD CLEARING 2IN1, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
8002110326959,CLEAN & CLEAR DEEP CLEANSING 200ML, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
5000207004981,CLEAN & CLEAR DEEP CLEANSING LOTION 200ML, Household,Tin,22,25,5, No Tax, exclusive,,,,,,,,
5000207007425,CLEAN &CLEAR exfoliating daily wash, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
7.3719220175e+011,CLEAR ESSENCE COMPLEXION BAR 150G , Household,Tin,0,0,5, No Tax, exclusive,,,,,,,,
9000100866149,CLIN WINDOWS & GLASS 500ML, Household,Tin,10,13,5, No Tax, exclusive,,,,,,,,
60010,CLOROX DISINFECTING WIPES 518G, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
8.7654345679e+021,CLOROX PERFORMANCE 3.57LT, Household,Tin,35,37,5, No Tax, exclusive,,,,,,,,
8934839120979,CLOSE UP 160G, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
6.0340000485e+012,CLUB COLA 350ML, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
6034000048537,CLUB MUSCATELLA 0.35, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
60137,CLUB MUSCATELLA PACK, Household,Tin,0,16,5, No Tax, exclusive,,,,,,,,
6034000048544,CLUB ORANGE 350ML, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
6034000048568,CLUB QUININE 350ML, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
6034000048551,CLUB SODA 350ML PCS, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
60104,CLUB SODA PK 12PCS, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
6034000048568,CLUB TONIC PCS, Household,Tin,1.8,2,5, No Tax, exclusive,,,,,,,,
60103,CLUB TONIC PK, Household,Tin,15,16,5, No Tax, exclusive,,,,,,,,
42117131,COCA COLA 0.35ML, Household,Tin,1.5,2,5, No Tax, exclusive,,,,,,,,
54491472,COCA COLA 0.5L, Household,Tin,3,3.5,5, No Tax, exclusive,,,,,,,,
5449000000439,COCA COLA 1.5L, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
5449000000996,COCA COLA CAN 33CL, Household,Tin,2.5,3,5, No Tax, exclusive,,,,,,,,
60133,COCA COLA CAN 33CL PK 24, Household,Tin,35,66,5, No Tax, exclusive,,,,,,,,
5000112616262,COCA COLA CLASSIC 12 PACK, Household,Tin,28,29,5, No Tax, exclusive,,,,,,,,
06792800,COCA COLA DIET 355ML PCS, Household,Tin,3.8,4,5, No Tax, exclusive,,,,,,,,
60141,COCA COLA DIET PK 12, Household,Tin,45,46,5, No Tax, exclusive,,,,,,,,
60036,COCA COLA LIGHT PCS 330ML CAN, Household,Tin,3.5,4,5, No Tax, exclusive,,,,,,,,
60149,COCA COLA PLASTIC 0.335ML PK, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
5000112604931,COCA COLA VANILLA 330ML, Household,Tin,3,3.5,5, No Tax, exclusive,,,,,,,,
9501100004208,COCKTAIL CAN 33OML, Household,Tin,3,3.5,5, No Tax, exclusive,,,,,,,,
4890008104307,COKE LIGHT CAN 330ML, Household,Tin,3,4,5, No Tax, exclusive,,,,,,,,
4.8900081093e+012,COKE ZERO 330ML, Household,Tin,3,4,5, No Tax, exclusive,,,,,,,,
6001067003366,COLGATE ADVANCED WHITE 100ML, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
5000209101527,COLGATE COOL STRIPE, Household,Tin,14,15,5, No Tax, exclusive,,,,,,,,
6001067021452,COLGATE HERBAL 125ML, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
8714789531915,COLGATE MAX WHITE ONE, Household,Tin,10,16,5, No Tax, exclusive,,,,,,,,
8850006324172,COLGATE MAXFRESH COOL MINT 100ML, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
8850006324189,COLGATE MAXFRESH COOLING CRYSTAL 100ML, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
6920354812859,COLGATE STRAWBERRY PASTE BABIES 0-2YRS 50ML, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
6920354812866,COLGATE TOOTHPASTE -5YRS, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
8850006326183,COLGATE TOTAL BLANCHEUR, Household,Tin,8,10,5, No Tax, exclusive,,,,,,,,
7891024137895,COLGATE WHITENING TOOTHPASTE 100ML, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
8714100535301,COLMANS SEA FOOD SAUCE 155G, Household,Tin,13,14,5, No Tax, exclusive,,,,,,,,
8712561587594,COMFORT AZUL 4L, Household,Tin,45,46,5, No Tax, exclusive,,,,,,,,
8717644183786,COMFORT BLUE SKIES 1.5LT, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
8717644733349,COMFORT BLUE SKIES 3L, Household,Tin,34,35,5, No Tax, exclusive,,,,,,,,
8711600339743,COMFORT BLUE SKIES 750ML, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
8712561490603,COMFORT HONEYSUCKLE 1.16L, Household,Tin,24,25,5, No Tax, exclusive,,,,,,,,
8717644183755,COMFORT PURE 1.5L, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
8711600340039,COMFORT PURE 750ML, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
8712561587495,COMFORT PURE WHITE 4L, Household,Tin,45,46,5, No Tax, exclusive,,,,,,,,
8712561587808,COMFORT SUN FRESH 4L, Household,Tin,0,46,5, No Tax, exclusive,,,,,,,,
8717644184417,COMFORT SUNSHINY DAYS 1.5L, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
8718114660301,COMFORT SUNSHINY DAYS 3L, Household,Tin,34,35,5, No Tax, exclusive,,,,,,,,
8711600339774,COMFORT SUNSHINY DAYS 750ML, Household,Tin,12,13,5, No Tax, exclusive,,,,,,,,
8717644305812,COMFORT TROPICAL BURST 1.5L, Household,Tin,22,23,5, No Tax, exclusive,,,,,,,,
737192201747,COMPLEXION CLEANSING BAR 150G, Household,Tin,20,20,5, No Tax, exclusive,,,,,,,,
60050,COOKIES CAKE BANANA FLAVOUR, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
60121,COOKIES CAKE CARROT FLAVOUR, Household,Tin,10,10,5, No Tax, exclusive,,,,,,,,
60051,COOKIES CAKE CHOCOLATE FLAVOUR, Household,Tin,9,10,5, No Tax, exclusive,,,,,,,,
6033131657540,COOL BREEZE CRANBERRY AIR REFRESHNER PAPER, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
6033131657717,COOL BREEZE FREESIA AIR 8G, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
6033131657410,COOL BREEZE PAPER LAVENDER 8G, Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
60119,COOL IT ICE CUBES ONE PACK, Household,Tin,5.5,6,5, No Tax, exclusive,,,,,,,,
1278270720167,CORAL HEAD ON VANNANEI PRAWNS 1KG, Household,Tin,85,86,5, No Tax, exclusive,,,,,,,,
5000347078859,CORSODY MINT MOUTH WASH 300ML, Household,Tin,27,28,5, No Tax, exclusive,,,,,,,,
8719274181583,COUNTRE DAIRY CHOCOLATE DRINK 3PACK, Household,Tin,8,9,5, No Tax, exclusive,,,,,,,,
60191,COUNTRE DAIRY CHOCOLATE MILK PK 3, Household,Tin,7,8,5, No Tax, exclusive,,,,,,,,
3258561100432,COUSCOUS GRAIN MOYEM 500G, Household,Tin,10,12,5, No Tax, exclusive,,,,,,,,
8591119001849,"COW & GATE BURSTING APPLE,BANANA & BERRIES 125G", Household,Tin,5,6,5, No Tax, exclusive,,,,,,,,
8591119001887,COW & GATE BURSTING BERRY & BANANA 200G GLASS, Household,Tin,6.5,7,5, No Tax, exclusive,,,,,,,,
